Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764198009,20,,Aggregated,7.700000,0.000000,360,460,540,630,830,890,930,1000,1000,1000,1000,282,0,360.0,456.4972712762273,108.0587999895215,3204.7192999889376,558819.2482269504
1764198010,20,POST,/predict,8.100000,0.000000,380,470,560,610,820,880,900,930,930,930,930,290,0,370.0,459.51798344778643,108.0587999895215,3204.7192999889376,558915.9206896551
1764198010,20,,Aggregated,8.100000,0.000000,380,470,560,610,820,880,900,930,930,930,930,290,0,370.0,459.51798344778643,108.0587999895215,3204.7192999889376,558915.9206896551
1764198011,20,POST,/predict,8.100000,0.000000,350,450,500,560,630,790,900,930,930,930,930,300,0,370.0,455.27672299945453,108.0587999895215,3204.7192999889376,559015.63
1764198011,20,,Aggregated,8.100000,0.000000,350,450,500,560,630,790,900,930,930,930,930,300,0,370.0,455.27672299945453,108.0587999895215,3204.7192999889376,559015.63
1764198012,20,POST,/predict,8.000000,0.000000,350,450,490,530,630,790,900,930,930,930,930,307,0,360.0,449.27543159554364,108.0587999895215,3204.7192999889376,559011.5765472313
1764198012,20,,Aggregated,8.000000,0.000000,350,450,490,530,630,790,900,930,930,930,930,307,0,360.0,449.27543159554364,108.0587999895215,3204.7192999889376,559011.5765472313
1764198013,20,POST,/predict,8.400000,0.000000,360,450,500,560,630,830,900,930,930,930,930,314,0,360.0,447.3173299357206,108.0587999895215,3204.7192999889376,558928.2675159236
1764198013,20,,Aggregated,8.400000,0.000000,360,450,500,560,630,830,900,930,930,930,930,314,0,360.0,447.3173299357206,108.0587999895215,3204.7192999889376,558928.2675159236
1764198014,20,POST,/predict,8.300000,0.000000,380,450,500,560,630,790,900,930,930,930,930,325,0,360.0,444.64141046104487,108.0587999895215,3204.7192999889376,558900.16
1764198014,20,,Aggregated,8.300000,0.000000,380,450,500,560,630,790,900,930,930,930,930,325,0,360.0,444.64141046104487,108.0587999895215,3204.7192999889376,558900.16
1764198015,20,POST,/predict,8.300000,0.000000,390,450,490,550,610,790,900,930,930,930,930,334,0,360.0,441.1886895204752,108.0587999895215,3204.7192999889376,558834.5868263473
1764198015,20,,Aggregated,8.300000,0.000000,390,450,490,550,610,790,900,930,930,930,930,334,0,360.0,441.1886895204752,108.0587999895215,3204.7192999889376,558834.5868263473
1764198016,20,POST,/predict,8.300000,0.000000,400,450,530,560,670,830,900,930,930,930,930,339,0,360.0,441.39025604667773,108.0587999895215,3204.7192999889376,558870.8525073746
1764198016,20,,Aggregated,8.300000,0.000000,400,450,530,560,670,830,900,930,930,930,930,339,0,360.0,441.39025604667773,108.0587999895215,3204.7192999889376,558870.8525073746
1764198017,20,POST,/predict,8.300000,0.000000,380,430,450,510,590,670,790,850,850,850,850,348,0,360.0,439.5790632179237,108.0587999895215,3204.7192999889376,558896.974137931
1764198017,20,,Aggregated,8.300000,0.000000,380,430,450,510,590,670,790,850,850,850,850,348,0,360.0,439.5790632179237,108.0587999895215,3204.7192999889376,558896.974137931
1764198018,20,POST,/predict,8.300000,0.000000,360,430,480,530,620,790,850,860,860,860,860,356,0,360.0,442.2579103928083,108.0587999895215,3204.7192999889376,558977.845505618
1764198018,20,,Aggregated,8.300000,0.000000,360,430,480,530,620,790,850,860,860,860,860,356,0,360.0,442.2579103928083,108.0587999895215,3204.7192999889376,558977.845505618
1764198019,20,POST,/predict,8.300000,0.000000,400,450,490,550,610,750,850,860,860,860,860,365,0,380.0,441.90880904067467,108.0587999895215,3204.7192999889376,559032.9424657534
1764198019,20,,Aggregated,8.300000,0.000000,400,450,490,550,610,750,850,860,860,860,860,365,0,380.0,441.90880904067467,108.0587999895215,3204.7192999889376,559032.9424657534
1764198020,20,POST,/predict,8.000000,0.000000,390,430,480,500,580,670,800,860,860,860,860,373,0,380.0,440.1452938333418,108.0587999895215,3204.7192999889376,558976.9651474531
1764198020,20,,Aggregated,8.000000,0.000000,390,430,480,500,580,670,800,860,860,860,860,373,0,380.0,440.1452938333418,108.0587999895215,3204.7192999889376,558976.9651474531
1764198021,20,POST,/predict,8.200000,0.000000,400,450,480,510,620,690,800,860,860,860,860,381,0,380.0,440.14006194192154,108.0587999895215,3204.7192999889376,558895.9002624672
1764198021,20,,Aggregated,8.200000,0.000000,400,450,480,510,620,690,800,860,860,860,860,381,0,380.0,440.14006194192154,108.0587999895215,3204.7192999889376,558895.9002624672
1764198022,20,POST,/predict,8.200000,0.000000,400,450,480,500,610,670,800,860,860,860,860,390,0,370.0,437.3238933329748,108.0587999895215,3204.7192999889376,558826.5717948718
1764198022,20,,Aggregated,8.200000,0.000000,400,450,480,500,610,670,800,860,860,860,860,390,0,370.0,437.3238933329748,108.0587999895215,3204.7192999889376,558826.5717948718
1764198023,20,POST,/predict,8.000000,0.000000,370,430,480,490,620,690,800,860,860,860,860,399,0,370.0,434.44649022516626,108.0587999895215,3204.7192999889376,558806.0451127819
1764198023,20,,Aggregated,8.000000,0.000000,370,430,480,490,620,690,800,860,860,860,860,399,0,370.0,434.44649022516626,108.0587999895215,3204.7192999889376,558806.0451127819
1764198024,20,POST,/predict,8.100000,0.000000,390,440,480,500,630,730,800,860,860,860,860,407,0,370.0,432.34657076121215,108.0587999895215,3204.7192999889376,558839.7542997543
1764198024,20,,Aggregated,8.100000,0.000000,390,440,480,500,630,730,800,860,860,860,860,407,0,370.0,432.34657076121215,108.0587999895215,3204.7192999889376,558839.7542997543
1764198025,20,POST,/predict,8.100000,0.000000,370,450,480,490,620,730,800,860,860,860,860,412,0,370.0,430.8819589801644,108.0587999895215,3204.7192999889376,558844.8082524271
1764198025,20,,Aggregated,8.100000,0.000000,370,450,480,490,620,730,800,860,860,860,860,412,0,370.0,430.8819589801644,108.0587999895215,3204.7192999889376,558844.8082524271
1764198026,20,POST,/predict,8.300000,0.000000,410,480,550,620,730,800,940,1000,1000,1000,1000,422,0,370.0,438.00237796173354,108.0587999895215,3204.7192999889376,558851.3838862559
1764198026,20,,Aggregated,8.300000,0.000000,410,480,550,620,730,800,940,1000,1000,1000,1000,422,0,370.0,438.00237796173354,108.0587999895215,3204.7192999889376,558851.3838862559
